file,percent,rows,all_agree_pct,om_avg_agree_pct,om_pm_agree_pct,avg_pm_agree_pct
BearsdenNorth_e-duns12-02.csv,0.2,8,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns12-02.csv,0.3,8,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns12-02.csv,0.4,8,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns12-02.csv,0.5,7,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.0,7,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.1,6,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.2,6,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.3,6,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.4,6,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns17-02.csv,0.5,5,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.0,7,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.1,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.2,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.3,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.4,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns12-03.csv,0.5,5,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.0,7,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.1,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.2,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.3,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.4,6,100.0,100.0,100.0,100.0
BearsdenSouth_e-duns17-03.csv,0.5,5,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.0,7,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.1,6,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.2,6,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.3,6,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.4,6,100.0,100.0,100.0,100.0
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,0.5,5,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.0,9,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.1,8,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.2,9,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.3,8,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.4,8,100.0,100.0,100.0,100.0
BeinnnaFoghlaagusUibhistaTuath_eilean-siar17-02.csv,0.5,7,100.0,100.0,100.0,100.0
BishopbriggsNorthandCampsie_e-duns17-04.csv,0.0,8,100.0,100.0,100.0,100.0
BishopbriggsNorthandCampsie_e-duns17-04.csv,0.1,7,100.0,100.0,100.0,100.0
BishopbriggsNorthandCampsie_e-duns17-04.csv,0.2,7,100.0,100.0,100.0,100.0
BishopbriggsNorthandCampsie_e-duns17-04.csv,0.3,7,100.0,100.0,100.0,100.0
BishopbriggsNorthandCampsie_e-duns17-04.csv,0.5,6,100.0,100.0,100.0,100.0
BishopbriggsNorthandTorrance_e-duns12-05.csv,0.0,6,100.0,100.0,100.0,100.0
BishopbriggsNorthandTorrance_e-duns12-05.csv,0.1,5,100.0,100.0,100.0,100.0
BishopbriggsNorthandTorrance_e-duns12-05.csv,0.2,5,100.0,100.0,100.0,100.0
BishopbriggsNorthandTorrance_e-duns12-05.csv,0.3,5,100.0,100.0,100.0,100.0
BishopbriggsNorthandTorrance_e-duns12-05.csv,0.4,5,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.0,7,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.1,6,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.2,6,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.3,6,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.4,6,100.0,100.0,100.0,100.0
BishopbriggsSouth_e-duns12-06.csv,0.5,5,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.0,11,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.1,17,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.2,10,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.3,10,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.4,10,100.0,100.0,100.0,100.0
BlackIsleWard_highland12-10,0.5,9,100.0,100.0,100.0,100.0
BlackIsle_PreferenceProfile_V0001_Black_Isle_06052022_161539,0.0,9,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.0,6,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.1,5,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.2,5,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.3,5,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.4,5,100.0,100.0,100.0,100.0
BlairgowrieandGlens_perth-kinross12-03,0.5,4,100.0,100.0,100.0,100.0
Bo_nessandBlackness_falkirk12-01.csv,0.0,6,100.0,100.0,100.0,100.0
Bo_nessandBlackness_falkirk12-01.csv,0.1,5,100.0,100.0,100.0,100.0
Bo_nessandBlackness_falkirk12-01.csv,0.2,5,100.0,100.0,100.0,100.0
Bo_nessandBlackness_falkirk12-01.csv,0.3,5,100.0,100.0,100.0,100.0
BonnybridgeandLarbert_falkirk12-05.csv,0.0,7,100.0,100.0,100.0,100.0
BonnybridgeandLarbert_falkirk12-05.csv,0.1,6,100.0,100.0,100.0,100.0
BonnybridgeandLarbert_falkirk12-05.csv,0.2,6,100.0,100.0,100.0,100.0
Bonnyrig0_midlothian12-02_cleaned,0.0,8,100.0,100.0,100.0,100.0
Bonnyrig0_midlothian12-02_cleaned,0.1,7,100.0,100.0,100.0,100.0
Bonnyrig0_midlothian12-02_cleaned,0.2,7,100.0,100.0,100.0,100.0
Bonnyrig0_midlothian12-02_cleaned,0.5,6,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.0,8,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.1,7,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.2,7,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.3,7,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.4,7,100.0,100.0,100.0,100.0
Bonnyrigg_midlothian17-02,0.5,6,100.0,100.0,100.0,100.0
BrechinandEdzell_angus12-02.csv,0.0,7,100.0,100.0,100.0,100.0
BrechinandEdzell_angus12-02.csv,0.1,6,100.0,100.0,100.0,100.0
BrechinandEdzell_angus12-02.csv,0.2,6,100.0,100.0,100.0,100.0
BrechinandEdzell_angus12-02.csv,0.3,6,100.0,100.0,100.0,100.0
BrechinandEdzell_angus12-02.csv,0.4,6,100.0,100.0,100.0,100.0
