file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
Alaska_11082022_HouseDistrict9.csv,0.6,om,"Schaff, David L.","Shaw, Laddie H.",Clone,3
Alaska_11082022_SenateDistrictF.csv,0.6,om,"Park, Janice L.","Kaufman, James D.",Clone,3
Alaska_11082022_SenateDistrictH.csv,0.6,om,"Costello, Mia","Claman, Matt",Clone,3
Alaska_11082022_SenateDistrictO.csv,0.6,om,"Massie, Doug A.","Shower, Michael K.",Clone,3
Alaska_11082022_USSenator.csv,0.6,om,"Tshibaka, Kelly C.","Murkowski, Lisa",Clone,5
Berkeley_11042014_CityCouncilDistrict8.csv,0.6,om,GEORGE BEIER,LORI DROSTE,Clone,5
Bloomington_11072023_SpecialCityCouncilAtLarge.csv,0.6,om,Jonathan A. Minks,Chao Moua,Clone,4
Maine_11062018_CongressionalDistrict2.csv,0.6,om,"REP Poliquin, Bruce","DEM Golden, Jared F.",Clone,5
Maine_11082022_CongressionalDistrict2.csv,0.6,om,"Poliquin, Bruce","Golden, Jared Forrest",Clone,4
Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,0.6,om,AJ Awed,Jamal Osman,Clone,13
Minneapolis_11022021_CityCouncilWard2.csv,0.6,om,Yusra Arab,Cam Gordon,Clone,6
Minneapolis_11022021_CityCouncilWard2.csv,0.6,om,Robin Wonsley Worlobah,Cam Gordon,Clone,6
Minneapolis_11062009_MinneapolisParkRecBoard.csv,0.6,om,John Erwin,Annie Young,Clone,9
Minneapolis_11062009_MinneapolisParkRecBoard.csv,0.6,om,Bob Fine,Annie Young,Clone,9
Minneapolis_11062009_PRBoardDistrict5.csv,0.6,om,Jason Stone,Carol Kummer,Clone,6
Minneapolis_11072017_PRBoardDistrict4.csv,0.6,om,Tom Nordyke,Jono Cowgill,Clone,3
Minneapolis_11072017_PRBoardDistrict6.csv,0.6,om,Bob Fine,Brad Bourn,Clone,5
Minneapolis_11072017_ParkBoardAtLarge.csv,0.6,om,Meg Forney,Latrisha Vetaw,Clone,11
Minneapolis_11072017_Ward4CityCouncil.csv,0.6,om,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Clone,5
Minneapolis_11072017_Ward6CityCouncil.csv,0.6,om,Mohamud Noor,Abdi Warsame,Clone,5
Minneapolis_11072023_CityCouncilWard7.csv,0.6,om,Scott Graham,Katie Cashman,Clone,4
Minneapolis_11072023_CityCouncilWard8.csv,0.6,om,Soren Stevenson,Andrea Jenkins,Clone,5
NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,0.6,om,Steven Matteo,Vito Fossella,Clone,5
Oakland_11022010_Mayor.csv,0.6,om,DON PERATA,JEAN QUAN,Clone,11
